source,model_id,status,detail,pages,rows,truncated
pazaruvaj,seagate-barracuda-st2000dm008,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,wd-blue-wd20ezbx,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,corsair-rm750e-750w,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,corsair-rm850e-850w,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,be-quiet-pure-power-12-m-750w,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,msi-mag-a750gl-pcie5,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,corsair-4000d-airflow,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,nzxt-h5-flow,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,deepcool-cc560,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,deepcool-ak400,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,thermalright-peerless-assassin-120-se,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,noctua-nh-d15,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,arctic-liquid-freezer-iii-360,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,arctic-p12-pwm-pst,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,noctua-nf-a12x25-pwm,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,tp-link-archer-tx3000e,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,intel-x550-t2,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,creative-sound-blaster-ae-5-plus,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,asus-drw-24d5mt,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,aoc-24g4x,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,dell-g2724d,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,logitech-g413-se,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,logitech-g502-hero,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,hyperx-cloud-iii,skipped,source_circuit_open: http_403,0,0,False
pazaruvaj,apc-bx750mi,skipped,source_circuit_open: http_403,0,0,False
