model_id,name,category,condition,sample_count,merchant_count,min_eur,p25_eur,median_eur,p75_eur,max_eur,delivered_min_eur,shipping_known_count,confidence,observed_at,eligible_for_review,notes
kingston-fury-beast-32gb-ddr5-6000-cl30,Kingston Fury Beast 32GB DDR5 6000 CL30,ram,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
kingston-fury-beast-32gb-ddr5-6000-cl30,Kingston Fury Beast 32GB DDR5 6000 CL30,ram,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
corsair-vengeance-32gb-ddr5-6000-cl30,Corsair Vengeance 32GB DDR5 6000 CL30,ram,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
corsair-vengeance-32gb-ddr5-6000-cl30,Corsair Vengeance 32GB DDR5 6000 CL30,ram,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
kingston-fury-beast-16gb-ddr4-3200-cl16,Kingston Fury Beast 16GB DDR4 3200 CL16,ram,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
kingston-fury-beast-16gb-ddr4-3200-cl16,Kingston Fury Beast 16GB DDR4 3200 CL16,ram,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
samsung-990-pro-1tb,Samsung 990 Pro 1TB,ssd,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
samsung-990-pro-1tb,Samsung 990 Pro 1TB,ssd,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
samsung-990-pro-2tb,Samsung 990 Pro 2TB,ssd,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
samsung-990-pro-2tb,Samsung 990 Pro 2TB,ssd,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
wd-black-sn850x-2tb,WD Black SN850X 2TB,ssd,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
wd-black-sn850x-2tb,WD Black SN850X 2TB,ssd,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
kingston-nv3-1tb,Kingston NV3 1TB,ssd,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
kingston-nv3-1tb,Kingston NV3 1TB,ssd,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
team-mp33-pro-2tb,Team MP33 Pro 2TB,ssd,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
team-mp33-pro-2tb,Team MP33 Pro 2TB,ssd,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
