model_id,name,category,condition,sample_count,merchant_count,min_eur,p25_eur,median_eur,p75_eur,max_eur,delivered_min_eur,shipping_known_count,confidence,observed_at,eligible_for_review,notes
seagate-barracuda-st2000dm008,Seagate Barracuda ST2000DM008,hdd,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
seagate-barracuda-st2000dm008,Seagate Barracuda ST2000DM008,hdd,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
wd-blue-wd20ezbx,WD Blue WD20EZBX,hdd,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
wd-blue-wd20ezbx,WD Blue WD20EZBX,hdd,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
corsair-rm750e-750w,Corsair RM750e 750W,psu,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
corsair-rm750e-750w,Corsair RM750e 750W,psu,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
corsair-rm850e-850w,Corsair RM850e 850W,psu,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
corsair-rm850e-850w,Corsair RM850e 850W,psu,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
be-quiet-pure-power-12-m-750w,be quiet Pure Power 12 M 750W,psu,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
be-quiet-pure-power-12-m-750w,be quiet Pure Power 12 M 750W,psu,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
msi-mag-a750gl-pcie5,MSI MAG A750GL PCIE5,psu,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
msi-mag-a750gl-pcie5,MSI MAG A750GL PCIE5,psu,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
corsair-4000d-airflow,Corsair 4000D Airflow,case,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
corsair-4000d-airflow,Corsair 4000D Airflow,case,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
nzxt-h5-flow,NZXT H5 Flow,case,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
nzxt-h5-flow,NZXT H5 Flow,case,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
deepcool-cc560,DeepCool CC560,case,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
deepcool-cc560,DeepCool CC560,case,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
deepcool-ak400,DeepCool AK400,cpu_cooler,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
deepcool-ak400,DeepCool AK400,cpu_cooler,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
thermalright-peerless-assassin-120-se,Thermalright Peerless Assassin 120 SE,cpu_cooler,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
thermalright-peerless-assassin-120-se,Thermalright Peerless Assassin 120 SE,cpu_cooler,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
noctua-nh-d15,Noctua NH-D15,cpu_cooler,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
noctua-nh-d15,Noctua NH-D15,cpu_cooler,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
arctic-liquid-freezer-iii-360,Arctic Liquid Freezer III 360,aio,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
arctic-liquid-freezer-iii-360,Arctic Liquid Freezer III 360,aio,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
arctic-p12-pwm-pst,Arctic P12 PWM PST,case_fan,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
arctic-p12-pwm-pst,Arctic P12 PWM PST,case_fan,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
noctua-nf-a12x25-pwm,Noctua NF-A12x25 PWM,case_fan,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
noctua-nf-a12x25-pwm,Noctua NF-A12x25 PWM,case_fan,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
tp-link-archer-tx3000e,TP-Link Archer TX3000E,network_card,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
tp-link-archer-tx3000e,TP-Link Archer TX3000E,network_card,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
intel-x550-t2,Intel X550-T2,network_card,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
intel-x550-t2,Intel X550-T2,network_card,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
creative-sound-blaster-ae-5-plus,Creative Sound Blaster AE-5 Plus,sound_card,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
creative-sound-blaster-ae-5-plus,Creative Sound Blaster AE-5 Plus,sound_card,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
asus-drw-24d5mt,ASUS DRW-24D5MT,optical_drive,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
asus-drw-24d5mt,ASUS DRW-24D5MT,optical_drive,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
aoc-24g4x,AOC 24G4X,monitor,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
aoc-24g4x,AOC 24G4X,monitor,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
dell-g2724d,Dell G2724D,monitor,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
dell-g2724d,Dell G2724D,monitor,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
logitech-g413-se,Logitech G413 SE,keyboard,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
logitech-g413-se,Logitech G413 SE,keyboard,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
logitech-g502-hero,Logitech G502 Hero,mouse,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
logitech-g502-hero,Logitech G502 Hero,mouse,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
hyperx-cloud-iii,HyperX Cloud III,headset,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
hyperx-cloud-iii,HyperX Cloud III,headset,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
apc-bx750mi,APC BX750MI,ups,new,0,0,,,,,,,0,no_data,,False,Observed retail offers; verify checkout and exact SKU
apc-bx750mi,APC BX750MI,ups,used,0,0,,,,,,,0,no_data,,False,OLX asking prices; not sold prices
